split,camera,use,elevation_deg,bearing_deg,range_m,vials,bench,lab_varied,light,dark,degraded,selected_for_training
pattern_test,rail,test,40.0,270.0,3.26,29,crowd,0,1.0,0,0,0
pattern_test,rail,test,40.0,270.0,3.26,35,rows,0,1.0,0,0,0
pattern_test,rail,test,40.0,270.0,3.26,41,rows,0,1.0,0,0,0
pattern_test,rail,test,40.0,270.0,3.26,46,crowd,0,1.0,0,0,0
pattern_test,rail,test,40.0,270.0,3.26,52,clusters,0,1.0,0,0,0
pattern_test,rail,test,40.0,270.0,3.26,57,crowd,0,1.0,0,0,0
pattern_test,rail,test,40.0,270.0,3.26,49,clusters,0,1.0,0,0,0
pattern_test,rail,test,40.0,270.0,3.26,68,rows,0,1.0,0,0,0
pattern_test,rail,test,40.0,270.0,3.26,15,scatter,0,1.0,0,0,0
pattern_test,rail,test,40.0,270.0,3.26,24,crowd,0,1.0,0,0,0
pattern_test,rail,test,40.0,270.0,3.26,29,crowd,0,1.0,0,0,0
pattern_test,rail,test,40.0,270.0,3.26,35,rows,0,1.0,0,0,0
pattern_test,rail,test,40.0,270.0,3.26,41,rows,0,1.0,0,0,0
pattern_test,rail,test,40.0,270.0,3.26,46,crowd,0,1.0,0,0,0
pattern_test,rail,test,40.0,270.0,3.26,52,clusters,0,1.0,0,0,0
pattern_test,rail,test,40.0,270.0,3.26,57,crowd,0,1.0,0,0,0
pattern_test,rail,test,40.0,270.0,3.26,51,clusters,0,1.0,0,0,0
pattern_test,rail,test,40.0,270.0,3.26,68,rows,0,1.0,0,0,0
pattern_test,rail,test,40.0,270.0,3.26,15,scatter,0,1.0,0,0,0
pattern_test,rail,test,40.0,270.0,3.26,24,crowd,0,1.0,0,0,0
pattern_test,rail,test,40.0,270.0,3.26,29,crowd,0,1.0,0,0,0
pattern_test,rail,test,40.0,270.0,3.26,35,rows,0,1.0,0,0,0
pattern_test,rail,test,40.0,270.0,3.26,41,rows,0,1.0,0,0,0
pattern_test,rail,test,40.0,270.0,3.26,46,crowd,0,1.0,0,0,0
pattern_test,rail,test,40.0,270.0,3.26,52,clusters,0,1.0,0,0,0
pattern_test,rail,test,40.0,270.0,3.26,57,crowd,0,1.0,0,0,0
pattern_test,rail,test,40.0,270.0,3.26,51,clusters,0,1.0,0,0,0
pattern_test,rail,test,40.0,270.0,3.26,68,rows,0,1.0,0,0,0
pattern_test,rail,test,40.0,270.0,3.26,15,scatter,0,1.0,0,0,0
pattern_test,rail,test,40.0,270.0,3.26,24,crowd,0,1.0,0,0,0
pattern_test,rail,test,40.0,270.0,3.26,29,crowd,0,1.0,0,0,0
pattern_test,rail,test,40.0,270.0,3.26,35,rows,0,1.0,0,0,0
pattern_test,rail,test,40.0,270.0,3.26,41,rows,0,1.0,0,0,0
pattern_test,rail,test,40.0,270.0,3.26,46,crowd,0,1.0,0,0,0
pattern_test,rail,test,40.0,270.0,3.26,52,clusters,0,1.0,0,0,0
pattern_test,rail,test,40.0,270.0,3.26,57,crowd,0,1.0,0,0,0
pattern_test,rail,test,40.0,270.0,3.26,51,clusters,0,1.0,0,0,0
pattern_test,rail,test,40.0,270.0,3.26,68,rows,0,1.0,0,0,0
pattern_test,rail,test,40.0,270.0,3.26,15,scatter,0,1.0,0,0,0
pattern_test,rail,test,40.0,270.0,3.26,24,crowd,0,1.0,0,0,0
pattern_test,rail,test,40.0,270.0,3.26,29,crowd,0,1.0,0,0,0
pattern_test,rail,test,40.0,270.0,3.26,35,rows,0,1.0,0,0,0
pattern_test,rail,test,40.0,270.0,3.26,41,rows,0,1.0,0,0,0
pattern_test,rail,test,40.0,270.0,3.26,46,crowd,0,1.0,0,0,0
pattern_test,rail,test,40.0,270.0,3.26,52,clusters,0,1.0,0,0,0
pattern_test,rail,test,40.0,270.0,3.26,57,crowd,0,1.0,0,0,0
pattern_test,rail,test,40.0,270.0,3.26,51,clusters,0,1.0,0,0,0
pattern_test,rail,test,40.0,270.0,3.26,68,rows,0,1.0,0,0,0
pattern_test,rail,test,40.0,270.0,3.26,15,scatter,0,1.0,0,0,0
pattern_test,rail,test,40.0,270.0,3.26,24,crowd,0,1.0,0,0,0
pattern_test,rail,test,40.0,270.0,3.26,29,crowd,0,1.0,0,0,0
pattern_test,rail,test,40.0,270.0,3.26,35,rows,0,1.0,0,0,0
pattern_test,rail,test,40.0,270.0,3.26,41,rows,0,1.0,0,0,0
pattern_test,rail,test,40.0,270.0,3.26,46,crowd,0,1.0,0,0,0
pattern_test,rail,test,40.0,270.0,3.26,51,clusters,0,1.0,0,0,0
pattern_test,rail,test,40.0,270.0,3.26,57,crowd,0,1.0,0,0,0
pattern_test,rail,test,40.0,270.0,3.26,51,clusters,0,1.0,0,0,0
pattern_test,rail,test,40.0,270.0,3.26,68,rows,0,1.0,0,0,0
pattern_test,rail,test,40.0,270.0,3.26,15,scatter,0,1.0,0,0,0
pattern_test,rail,test,40.0,270.0,3.26,24,crowd,0,1.0,0,0,0
pattern_test,rail,test,40.0,270.0,3.26,29,crowd,0,1.0,0,0,0
pattern_test,rail,test,40.0,270.0,3.26,33,rows,0,1.0,0,0,0
pattern_test,rail,test,40.0,270.0,3.26,41,rows,0,1.0,0,0,0
pattern_test,rail,test,40.0,270.0,3.26,46,crowd,0,1.0,0,0,0
pattern_test,rail,test,40.0,270.0,3.26,52,clusters,0,1.0,0,0,0
pattern_test,rail,test,40.0,270.0,3.26,57,crowd,0,1.0,0,0,0
pattern_test,rail,test,40.0,270.0,3.26,51,clusters,0,1.0,0,0,0
pattern_test,rail,test,40.0,270.0,3.26,68,rows,0,1.0,0,0,0
pattern_test,rail,test,40.0,270.0,3.26,13,scatter,0,1.0,0,0,0
pattern_test,rail,test,40.0,270.0,3.26,24,crowd,0,1.0,0,0,0
pattern_test,rail,test,40.0,270.0,3.26,29,crowd,0,1.0,0,0,0
pattern_test,rail,test,40.0,270.0,3.26,35,rows,0,1.0,0,0,0
pattern_test,rail,test,40.0,270.0,3.26,41,rows,0,1.0,0,0,0
pattern_test,rail,test,40.0,270.0,3.26,46,crowd,0,1.0,0,0,0
pattern_test,rail,test,40.0,270.0,3.26,52,clusters,0,1.0,0,0,0
pattern_test,rail,test,40.0,270.0,3.26,53,crowd,0,1.0,0,0,0
pattern_test,rail,test,40.0,270.0,3.26,51,clusters,0,1.0,0,0,0
pattern_test,rail,test,40.0,270.0,3.26,68,rows,0,1.0,0,0,0
pattern_test,rail,test,40.0,270.0,3.26,15,scatter,0,1.0,0,0,0
pattern_test,rail,test,40.0,270.0,3.26,24,crowd,0,1.0,0,0,0
pattern_test,rail,test,40.0,270.0,3.26,29,crowd,0,1.0,0,0,0
pattern_test,rail,test,40.0,270.0,3.26,35,rows,0,1.0,0,0,0
pattern_test,rail,test,40.0,270.0,3.26,41,rows,0,1.0,0,0,0
pattern_test,rail,test,40.0,270.0,3.26,46,crowd,0,1.0,0,0,0
pattern_test,rail,test,40.0,270.0,3.26,52,clusters,0,1.0,0,0,0
pattern_test,rail,test,40.0,270.0,3.26,57,crowd,0,1.0,0,0,0
pattern_test,rail,test,40.0,270.0,3.26,51,clusters,0,1.0,0,0,0
pattern_test,rail,test,40.0,270.0,3.26,68,rows,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,19,as built,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,29,scatter,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,26,cluster,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,19,as built,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,19,scatter,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,27,scatter,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,32,scatter,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,19,as built,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,19,as built,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,73,rows,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,22,cluster,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,40,rows,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,30,cluster,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,30,rows,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,6,scatter,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,15,cluster,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,19,as built,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,30,scatter,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,22,scatter,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,15,scatter,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,62,crowd,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,19,as built,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,19,as built,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,19,as built,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,16,scatter,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,30,scatter,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,19,as built,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,22,scatter,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,8,scatter,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,69,clusters,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,23,scatter,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,25,scatter,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,25,clusters,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,55,scatter,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,23,scatter,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,27,cluster,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,42,crowd,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,44,clusters,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,40,scatter,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,29,scatter,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,57,rows,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,20,clusters,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,31,scatter,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,32,scatter,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,19,as built,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,19,as built,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,11,scatter,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,30,clusters,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,11,scatter,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,30,scatter,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,18,scatter,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,50,clusters,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,12,crowd,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,19,as built,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,22,scatter,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,57,clusters,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,13,scatter,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,19,as built,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,70,scatter,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,29,scatter,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,16,cluster,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,19,as built,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,50,crowd,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,57,clusters,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,28,cluster,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,10,crowd,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,19,as built,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,19,as built,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,39,rows,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,28,scatter,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,20,cluster,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,25,rows,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,16,scatter,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,16,scatter,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,23,rows,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,70,scatter,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,18,scatter,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,19,as built,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,20,scatter,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,22,clusters,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,19,as built,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,9,scatter,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,72,clusters,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,14,scatter,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,19,as built,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,19,as built,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,26,cluster,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,10,clusters,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,47,clusters,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,39,rows,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,27,scatter,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,25,scatter,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,13,clusters,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,46,clusters,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,34,clusters,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,12,crowd,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,9,scatter,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,18,cluster,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,16,crowd,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,19,as built,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,13,scatter,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,44,rows,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,54,rows,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,19,as built,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,29,scatter,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,16,scatter,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,22,scatter,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,53,scatter,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,59,scatter,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,28,cluster,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,21,rows,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,52,rows,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,61,rows,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,66,clusters,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,32,clusters,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,48,scatter,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,11,cluster,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,19,as built,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,19,as built,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,32,scatter,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,19,as built,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,63,crowd,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,17,scatter,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,11,cluster,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,19,as built,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,12,scatter,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,7,scatter,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,14,cluster,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,9,scatter,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,56,clusters,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,65,rows,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,32,scatter,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,24,cluster,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,31,scatter,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,17,scatter,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,30,scatter,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,35,crowd,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,8,cluster,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,40,rows,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,22,scatter,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,64,crowd,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,53,crowd,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,28,cluster,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,14,scatter,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,31,scatter,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,7,cluster,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,48,scatter,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,18,scatter,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,60,rows,0,1.0,0,0,0
rail_test,rail,test,40.0,270.0,3.26,41,scatter,0,1.0,0,0,0
rail_test_shift,rail,test,40.0,270.0,3.26,12,cluster,0,0.422,0,1,0
rail_test_shift,rail,test,40.0,270.0,3.26,33,scatter,0,1.336,0,1,0
rail_test_shift,rail,test,40.0,270.0,3.26,36,clusters,0,0.718,0,1,0
rail_test_shift,rail,test,40.0,270.0,3.26,8,scatter,0,0.716,0,1,0
rail_test_shift,rail,test,40.0,270.0,3.26,18,cluster,0,1.381,0,1,0
rail_test_shift,rail,test,40.0,270.0,3.26,24,clusters,0,1.499,0,1,0
rail_test_shift,rail,test,40.0,270.0,3.26,23,scatter,0,1.376,0,1,0
rail_test_shift,rail,test,40.0,270.0,3.26,22,scatter,0,1.295,0,1,0
rail_test_shift,rail,test,40.0,270.0,3.26,32,scatter,0,0.98,0,1,0
rail_test_shift,rail,test,40.0,270.0,3.26,8,cluster,0,0.473,0,1,0
rail_test_shift,rail,test,40.0,270.0,3.26,8,scatter,0,0.792,0,1,0
rail_test_shift,rail,test,40.0,270.0,3.26,29,scatter,0,0.928,0,1,0
rail_test_shift,rail,test,40.0,270.0,3.26,14,crowd,0,1.309,0,1,0
rail_test_shift,rail,test,40.0,270.0,3.26,27,clusters,0,1.571,0,1,0
rail_test_shift,rail,test,40.0,270.0,3.26,24,scatter,0,0.606,0,1,0
rail_test_shift,rail,test,40.0,270.0,3.26,46,crowd,0,1.376,0,1,0
rail_test_shift,rail,test,40.0,270.0,3.26,30,scatter,0,1.557,0,1,0
rail_test_shift,rail,test,40.0,270.0,3.26,39,crowd,0,1.525,0,1,0
rail_test_shift,rail,test,40.0,270.0,3.26,15,scatter,0,0.827,0,1,0
rail_test_shift,rail,test,40.0,270.0,3.26,11,scatter,0,0.584,0,1,0
rail_test_shift,rail,test,40.0,270.0,3.26,32,cluster,0,1.374,0,1,0
rail_test_shift,rail,test,40.0,270.0,3.26,51,rows,0,1.587,0,1,0
rail_test_shift,rail,test,40.0,270.0,3.26,13,rows,0,0.905,0,1,0
rail_test_shift,rail,test,40.0,270.0,3.26,63,scatter,0,1.251,0,1,0
rail_test_shift,rail,test,40.0,270.0,3.26,61,clusters,0,0.417,0,1,0
rail_test_shift,rail,test,40.0,270.0,3.26,27,cluster,0,1.199,0,1,0
rail_test_shift,rail,test,40.0,270.0,3.26,25,scatter,0,1.1,0,1,0
rail_test_shift,rail,test,40.0,270.0,3.26,22,scatter,0,1.15,0,1,0
rail_test_shift,rail,test,40.0,270.0,3.26,15,crowd,0,0.895,0,1,0
rail_test_shift,rail,test,40.0,270.0,3.26,62,clusters,0,0.63,0,1,0
rail_test_shift,rail,test,40.0,270.0,3.26,62,crowd,0,1.348,0,1,0
rail_test_shift,rail,test,40.0,270.0,3.26,66,crowd,0,1.097,0,1,0
rail_test_shift,rail,test,40.0,270.0,3.26,38,scatter,0,0.97,0,1,0
rail_test_shift,rail,test,40.0,270.0,3.26,26,scatter,0,1.123,0,1,0
rail_test_shift,rail,test,40.0,270.0,3.26,13,cluster,0,1.05,0,1,0
rail_test_shift,rail,test,40.0,270.0,3.26,16,scatter,0,1.543,0,1,0
rail_test_shift,rail,test,40.0,270.0,3.26,20,scatter,0,0.794,0,1,0
rail_test_shift,rail,test,40.0,270.0,3.26,12,clusters,0,0.718,0,1,0
rail_test_shift,rail,test,40.0,270.0,3.26,25,clusters,0,1.431,0,1,0
rail_test_shift,rail,test,40.0,270.0,3.26,26,clusters,0,0.971,0,1,0
rail_test_shift,rail,test,40.0,270.0,3.26,14,scatter,0,0.991,0,1,0
rail_test_shift,rail,test,40.0,270.0,3.26,30,scatter,0,1.202,0,1,0
rail_test_shift,rail,test,40.0,270.0,3.26,24,scatter,0,0.495,0,1,0
rail_test_shift,rail,test,40.0,270.0,3.26,68,scatter,0,0.528,0,1,0
rail_test_shift,rail,test,40.0,270.0,3.26,67,crowd,0,1.017,0,1,0
rail_test_shift,rail,test,40.0,270.0,3.26,18,cluster,0,0.719,0,1,0
rail_test_shift,rail,test,40.0,270.0,3.26,50,clusters,0,0.577,0,1,0
rail_test_shift,rail,test,40.0,270.0,3.26,27,cluster,0,1.165,0,1,0
rail_test_shift,rail,test,40.0,270.0,3.26,18,rows,0,1.145,0,1,0
rail_test_shift,rail,test,40.0,270.0,3.26,20,scatter,0,0.91,0,1,0
rail_test_shift,rail,test,40.0,270.0,3.26,16,scatter,0,0.917,0,1,0
rail_test_shift,rail,test,40.0,270.0,3.26,31,scatter,0,1.354,0,1,0
rail_test_shift,rail,test,40.0,270.0,3.26,46,crowd,0,1.01,0,1,0
rail_test_shift,rail,test,40.0,270.0,3.26,53,crowd,0,1.388,0,1,0
rail_test_shift,rail,test,40.0,270.0,3.26,42,crowd,0,1.233,0,1,0
rail_test_shift,rail,test,40.0,270.0,3.26,19,scatter,0,0.418,0,1,0
rail_test_shift,rail,test,40.0,270.0,3.26,24,scatter,0,0.536,0,1,0
rail_test_shift,rail,test,40.0,270.0,3.26,16,cluster,0,0.924,0,1,0
rail_test_shift,rail,test,40.0,270.0,3.26,32,scatter,0,1.284,0,1,0
rail_test_shift,rail,test,40.0,270.0,3.26,32,clusters,0,1.314,0,1,0
rail_test_shift,rail,test,40.0,270.0,3.26,14,scatter,0,0.947,0,1,0
rail_test_shift,rail,test,40.0,270.0,3.26,21,cluster,0,0.689,0,1,0
rail_test_shift,rail,test,40.0,270.0,3.26,73,crowd,0,1.045,0,1,0
rail_test_shift,rail,test,40.0,270.0,3.26,67,rows,0,1.373,0,1,0
rail_test_shift,rail,test,40.0,270.0,3.26,38,crowd,0,1.534,0,1,0
rail_test_shift,rail,test,40.0,270.0,3.26,20,scatter,0,0.665,0,1,0
rail_test_shift,rail,test,40.0,270.0,3.26,55,rows,0,1.458,0,1,0
rail_test_shift,rail,test,40.0,270.0,3.26,31,scatter,0,1.371,0,1,0
rail_test_shift,rail,test,40.0,270.0,3.26,43,crowd,0,0.941,0,1,0
rail_test_shift,rail,test,40.0,270.0,3.26,51,scatter,0,0.871,0,1,0
rail_test_shift,rail,test,40.0,270.0,3.26,51,clusters,0,0.574,0,1,0
rail_test_shift,rail,test,40.0,270.0,3.26,15,scatter,0,1.236,0,1,0
rail_test_shift,rail,test,40.0,270.0,3.26,16,cluster,0,1.406,0,1,0
rail_test_shift,rail,test,40.0,270.0,3.26,25,scatter,0,1.098,0,1,0
rail_test_shift,rail,test,40.0,270.0,3.26,17,scatter,0,1.185,0,1,0
rail_test_shift,rail,test,40.0,270.0,3.26,20,rows,0,1.028,0,1,0
rail_test_shift,rail,test,40.0,270.0,3.26,36,scatter,0,1.191,0,1,0
rail_test_shift,rail,test,40.0,270.0,3.26,21,scatter,0,1.231,0,1,0
rail_test_shift,rail,test,40.0,270.0,3.26,31,scatter,0,0.995,0,1,0
rail_test_shift,rail,test,40.0,270.0,3.26,29,cluster,0,0.502,0,1,0
rail_test_shift,rail,test,40.0,270.0,3.26,62,crowd,0,0.506,0,1,0
rail_test_shift,rail,test,40.0,270.0,3.26,10,cluster,0,0.701,0,1,0
rail_test_shift,rail,test,40.0,270.0,3.26,15,scatter,0,1.565,0,1,0
rail_test_shift,rail,test,40.0,270.0,3.26,64,rows,0,0.952,0,1,0
rail_test_shift,rail,test,40.0,270.0,3.26,33,rows,0,0.595,0,1,0
rail_test_shift,rail,test,40.0,270.0,3.26,25,scatter,0,0.965,0,1,0
rail_test_shift,rail,test,40.0,270.0,3.26,23,scatter,0,1.39,0,1,0
rail_test_shift,rail,test,40.0,270.0,3.26,17,rows,0,0.417,0,1,0
rail_test_shift,rail,test,40.0,270.0,3.26,20,cluster,0,1.267,0,1,0
rail_test_shift,rail,test,40.0,270.0,3.26,8,scatter,0,1.346,0,1,0
rail_test_shift,rail,test,40.0,270.0,3.26,50,rows,0,1.412,0,1,0
rail_test_shift,rail,test,40.0,270.0,3.26,52,clusters,0,1.299,0,1,0
rail_test_shift,rail,test,40.0,270.0,3.26,15,scatter,0,1.507,0,1,0
rail_test_shift,rail,test,40.0,270.0,3.26,52,crowd,0,0.872,0,1,0
rail_test_shift,rail,test,40.0,270.0,3.26,19,clusters,0,1.054,0,1,0
rail_test_shift,rail,test,40.0,270.0,3.26,19,scatter,0,0.893,0,1,0
rail_test_shift,rail,test,40.0,270.0,3.26,55,rows,0,1.159,0,1,0
rail_test_shift,rail,test,40.0,270.0,3.26,24,scatter,0,0.92,0,1,0
rail_test_shift,rail,test,40.0,270.0,3.26,25,scatter,0,0.766,0,1,0
rail_test_shift,rail,test,40.0,270.0,3.26,36,clusters,0,1.265,0,1,0
rail_train,rail,train,40.7,270.4,3.17,19,as built,0,0.8,0,1,1
rail_train,rail,train,40.0,268.3,3.25,14,cluster,1,1.086,0,0,1
rail_train,rail,train,39.7,272.1,3.24,25,scatter,1,0.729,0,0,1
